--------- beginning of /dev/log/main
05-28 19:45:19.969  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, resetMultipleFormSubmissionProtection, 1365
05-28 19:45:20.329  2140  2165 E WebCore::DocumentWriter: createDecoderIfNeeded()
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/TextResourceDecoder.cpp, determineContentType, 303
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/TextResourceDecoder.cpp, defaultEncoding, 318
05-28 19:45:20.329  2140  2165 E WebCore::TextResourceDecoder: defaultEncoding, content-type: 2, default encoding: 
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/TextResourceDecoder.cpp, TextResourceDecoder, 347
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentWriter.cpp, canReferToParentFrameEncoding, 62
05-28 19:45:20.329  2140  2165 E WebCore::DocumentWriter: write(): set decoder from http header or user
05-28 19:45:20.329  2140  2165 E WebCore::DocumentWriter: utf-8
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/TextResourceDecoder.cpp, setEncoding, 363
05-28 19:45:20.329  2140  2165 E WebCore::TextResourceDecoder: setEncoding(), source: 5
05-28 19:45:20.329  2140  2165 E WebCore::TextResourceDecoder: setEncoding() name: UTF-8
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/TextResourceDecoder.cpp, decode, 770
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/TextResourceDecoder.cpp, checkForBOM, 447
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/TextResourceDecoder.cpp, setEncoding, 363
05-28 19:45:20.329  2140  2165 E WebCore::TextResourceDecoder: setEncoding(), source: 1
05-28 19:45:20.329  2140  2165 E WebCore::TextResourceDecoder: setEncoding() name: UTF-8
05-28 19:45:20.329  2140  2165 E WebCore::TextResourceDecoder: decode()
05-28 19:45:20.329  2140  2165 E WebCore::TextResourceDecoder: decode() css charset done!
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/TextResourceDecoder.cpp, checkForHeadCharset, 590
05-28 19:45:20.329  2140  2165 E WebCore::TextResourceDecoder: checkForHeadCharset(), decode source: 1
05-28 19:45:20.329  2140  2165 E WebCore::TextResourceDecoder: decode(),  html/xml charset done! current encoding: UTF-8
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/TextResourceDecoder.cpp, shouldAutoDetect, 742
05-28 19:45:20.329  2140  2165 E WebCore::TextResourceDecoder: shouldAutoDetect, m_usesEncodingDetector: 1, m_source :1
05-28 19:45:20.329  2140  2165 E WebCore::TextResourceDecoder: decode() autodetect done!
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentWriter.cpp, reportDataReceived, 263
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/PlatformBridge.cpp, updateViewport, 251
05-28 19:45:20.329  2140  2165 E WebCoreFrameBridge: GetShouldStartScrolledRight, 2258
05-28 19:45:20.329  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, dispatchDocumentElementAvailable, 4175
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, creatingInitialEmptyDocument, 70
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.339  2140  2165 E WMLInputElement: create, 57
05-28 19:45:20.339  2140  2165 E WMLInputElement: WMLInputElement, 51
05-28 19:45:20.339  2140  2165 E WMLInputElement: parseMappedAttribute, 267
05-28 19:45:20.339  2140  2165 E WMLInputElement: parseMappedAttribute, 267
05-28 19:45:20.339  2140  2165 E WMLInputElement: validateInputMask, 474
05-28 19:45:20.339  2140  2165 E WMLInputElement: parseMappedAttribute, 267
05-28 19:45:20.339  2140  2165 E WMLInputElement: parseMappedAttribute, 267
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.339  2140  2165 E WMLInputElement: createRenderer, 304
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.339  2140  2165 E WMLInputElement: suggestedValue, 163
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.339  2140  2165 E WMLInputElement: create, 57
05-28 19:45:20.339  2140  2165 E WMLInputElement: WMLInputElement, 51
05-28 19:45:20.339  2140  2165 E WMLInputElement: parseMappedAttribute, 267
05-28 19:45:20.339  2140  2165 E WMLInputElement: parseMappedAttribute, 267
05-28 19:45:20.339  2140  2165 E WMLInputElement: parseMappedAttribute, 267
05-28 19:45:20.339  2140  2165 E WMLInputElement: validateInputMask, 474
05-28 19:45:20.339  2140  2165 E WMLInputElement: parseMappedAttribute, 267
05-28 19:45:20.339  2140  2165 E WMLInputElement: parseMappedAttribute, 267
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.339  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.359  2140  2165 E WMLInputElement: createRenderer, 304
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.359  2140  2165 E WMLInputElement: suggestedValue, 163
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ImageLoader.cpp, dispatchPendingBeforeLoadEvents, 357
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ImageLoader.cpp, beforeLoadEventSender, 92
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ImageLoader.cpp, dispatchPendingEvents, 427
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, frameLoader, 226
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadNotifier.cpp, didReceiveData, 103
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/ProgressTracker.cpp, incrementProgress, 216
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, numPendingOrLoadingRequests, 3175
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, numRequests, 176
05-28 19:45:20.359  2140  2165 E         : external/webkit/Source/WebCore/loader/cache/CachedResourceLoader.cpp, requestCount, 812
05-28 19:45:20.369  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, hasHTMLView, 4322
05-28 19:45:20.369  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, firstLayoutDone, 88
05-28 19:45:20.369  2140  2165 E         : external/webkit/Source/WebCore/loader/ProgressTracker.cpp, estimatedProgress, 98
05-28 19:45:20.369  2140  2165 E WebCoreFrameBridge: setProgress, 786
05-28 19:45:20.369  2140  2140 V Tab     : enter onProgressChanged(): 50
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadNotifier.cpp, dispatchDidReceiveContentLength, 183
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/PlatformBridge.cpp, scheduleDispatchFunctionsOnMainThread, 369
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/PlatformBridge.cpp, timeoutFired, 360
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebUrlLoaderClient.cpp, didFinishLoading, 546
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebKit/android/WebCoreSupport/WebUrlLoaderClient.cpp, isActive, 103
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceHandle.cpp, client, 127
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceHandle.cpp, client, 127
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, didFinishLoading, 573
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/MainResourceLoader.cpp, didFinishLoading, 558
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, frameLoader, 226
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, finishedLoading, 2696
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, activeDocumentLoader, 2150
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, finishedLoading, 364
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, commitIfReady, 352
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, frameLoader, 123
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, finishedLoadingDocument, 2770
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, creatingInitialEmptyDocument, 70
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, mainResourceData, 147
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoader.cpp, resourceData, 56
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, responseMIMEType, 945
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceResponseBase.cpp, mimeType, 201
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceResponseBase.cpp, lazyInit, 762
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/archive/ArchiveFactory.cpp, create, 98
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/archive/ArchiveFactory.cpp, archiveMIMETypes, 67
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, commitData, 400
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, commitData, 403
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentLoader.cpp, commitData, 409
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceResponseBase.cpp, textEncodingName, 247
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceResponseBase.cpp, lazyInit, 762
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentWriter.cpp, setEncoding, 348
05-28 19:45:20.379  2140  2165 E WebCore::DocumentWriter: setEncoding(): utf-8, userChosen: 0
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, willSetEncoding, 1374
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentWriter.cpp, addData, 278
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentWriter.cpp, end, 292
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, didEndDocument, 789
05-28 19:45:20.379  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentWriter.cpp, endIfNotLoadingMainResource, 302
05-28 19:45:20.399  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentWriter.cpp, addData, 278
05-28 19:45:20.399  2140  2165 E         : external/webkit/Source/WebCore/loader/DocumentWriter.cpp, createDecoderIfNeeded, 197
05-28 19:45:20.399  2140  2165 E WebCore::DocumentWriter: createDecoderIfNeeded()
05-28 19:45:20.399  2140  2165 E         : external/webkit/Source/WebCore/loader/TextResourceDecoder.cpp, decode, 770
05-28 19:45:20.399  2140  2165 E WebCore::TextResourceDecoder: decode()
05-28 19:45:20.399  2140  2165 E WebCore::TextResourceDecoder: decode() css charset done!
05-28 19:45:20.399  2140  2165 E WebCore::TextResourceDecoder: decode(),  html/xml charset done! current encoding: UTF-8
05-28 19:45:20.399  2140  2165 E         : external/webkit/Source/WebCore/loader/TextResourceDecoder.cpp, shouldAutoDetect, 742
05-28 19:45:20.399  2140  2165 E WebCore::TextResourceDecoder: shouldAutoDetect, m_usesEncodingDetector: 1, m_source :1
05-28 19:45:20.399  2140  2165 E WebCore::TextResourceDecoder: decode() autodetect done!
05-28 19:45:20.399  2140  2165 E         : external/webkit/Source/WebCore/loader/TextResourceDecoder.cpp, flush, 838
05-28 19:45:20.399  2140  2165 E WebCore::TextResourceDecoder: flush()
05-28 19:45:20.399  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.399  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, suspendPendingRequests, 256
05-28 19:45:20.399  2140  2165 E WMLInputElement: suggestedValue, 163
05-28 19:45:20.409  2140  2165 E WMLInputElement: suggestedValue, 163
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, tellClientAboutPastMemoryCacheLoads, 4282
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resumePendingRequests, 266
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleServePendingRequests, 278
05-28 19:45:20.409  2140  2165 E WMLInputElement: suggestedValue, 163
05-28 19:45:20.409  2140  2165 E WMLInputElement: suggestedValue, 163
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, finishedParsing, 923
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, creatingInitialEmptyDocument, 70
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoaderStateMachine.cpp, creatingInitialEmptyDocument, 70
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, checkCompleted, 987
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, numRequests, 176
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/cache/CachedResourceLoader.cpp, requestCount, 812
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, allChildrenAreComplete, 961
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, checkCallImplicitClose, 1081
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, allChildrenAreComplete, 961
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/NavigationScheduler.cpp, locationChangePending, 275
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/cache/CachedResourceLoader.cpp, clearPreloads, 885
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, startIconLoader, 812
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, isLoadingMainFrame, 2724
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabaseBase.cpp, iconDatabase, 70
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, isEnabled, 778
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, iconURL, 546
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, loadType, 2878
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabaseBase.cpp, iconDatabase, 70
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabaseBase.cpp, iconDatabase, 70
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, synchronousLoadDecisionForIconURL, 714
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabase.cpp, isOpen, 1004
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, continueIconLoadWithDecision, 867
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconDatabaseBase.cpp, iconDatabase, 70
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/icon/IconLoader.cpp, startLoading, 81
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, iconURL, 546
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/platform/network/HTTPHeaderMap.cpp, HTTPHeaderMap, 46
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, setPriority, 459
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, resourceLoadScheduler, 78
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/ResourceLoadScheduler.cpp, scheduleSubresourceLoad, 105
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/SubresourceLoader.cpp, create, 77
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, activeDocumentLoader, 2150
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/loader/FrameLoader.cpp, activeDocumentLoader, 2150
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, url, 143
05-28 19:45:20.409  2140  2165 E         : external/webkit/Source/WebCore/platform/network/ResourceRequestBase.cpp, updateResourceRequest, 600
